date,home_team,away_team,team,scorer,minute,tournament,own_goal,penalty
1930-07-13,Belgium,United States,United States,Bart McGhee,23.0,FIFA WC 1930,False,False
1930-07-13,Belgium,United States,United States,Tom Florie,45.0,FIFA WC 1930,False,False
1930-07-13,Belgium,United States,United States,Bert Patenaude,69.0,FIFA WC 1930,False,False
1930-07-13,France,Mexico,France,Lucien Laurent,19.0,FIFA WC 1930,False,False
1930-07-13,France,Mexico,France,Marcel Langiller,40.0,FIFA WC 1930,False,False
1930-07-13,France,Mexico,France,André Maschinot,43.0,FIFA WC 1930,False,False
1930-07-13,France,Mexico,Mexico,Juan Carreño,70.0,FIFA WC 1930,False,False
1930-07-13,France,Mexico,France,André Maschinot,87.0,FIFA WC 1930,False,False
1930-07-14,Brazil,Yugoslavia,Yugoslavia,Aleksandar Tirnanić,21.0,FIFA WC 1930,False,False
1930-07-14,Brazil,Yugoslavia,Yugoslavia,Ivan Bek,30.0,FIFA WC 1930,False,False
1930-07-14,Brazil,Yugoslavia,Brazil,Preguinho,62.0,FIFA WC 1930,False,False
1930-07-14,Peru,Romania,Romania,Adalbert Deşu,1.0,FIFA WC 1930,False,False
1930-07-14,Peru,Romania,Peru,Luis de Souza,75.0,FIFA WC 1930,False,False
1930-07-14,Peru,Romania,Romania,Constantin Stanciu,79.0,FIFA WC 1930,False,False
1930-07-14,Peru,Romania,Romania,Miklós Kovács,89.0,FIFA WC 1930,False,False
1930-07-15,Argentina,France,Argentina,Luis Monti,81.0,FIFA WC 1930,False,False
1930-07-16,Chile,Mexico,Chile,Carlos Vidal,3.0,FIFA WC 1930,False,False
1930-07-16,Chile,Mexico,Chile,Manuel Rosas,52.0,FIFA WC 1930,True,False
1930-07-16,Chile,Mexico,Chile,Carlos Vidal,65.0,FIFA WC 1930,False,False
1930-07-17,Bolivia,Yugoslavia,Yugoslavia,Ivan Bek,60.0,FIFA WC 1930,False,False
1930-07-17,Bolivia,Yugoslavia,Yugoslavia,Blagoje Marjanović,65.0,FIFA WC 1930,False,False
1930-07-17,Bolivia,Yugoslavia,Yugoslavia,Ivan Bek,67.0,FIFA WC 1930,False,False
1930-07-17,Bolivia,Yugoslavia,Yugoslavia,Đorđe Vujadinović,85.0,FIFA WC 1930,False,False
1930-07-17,Paraguay,United States,United States,Bert Patenaude,10.0,FIFA WC 1930,False,False
1930-07-17,Paraguay,United States,United States,Bert Patenaude,15.0,FIFA WC 1930,False,False
1930-07-17,Paraguay,United States,United States,Bert Patenaude,50.0,FIFA WC 1930,False,False
1930-07-18,Uruguay,Peru,Uruguay,Héctor Castro,65.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Argentina,Guillermo Stábile,8.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Argentina,Adolfo Zumelzú,12.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Argentina,Guillermo Stábile,17.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Mexico,Manuel Rosas,42.0,FIFA WC 1930,False,True
1930-07-19,Argentina,Mexico,Argentina,Francisco Varallo,53.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Argentina,Adolfo Zumelzú,55.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Mexico,Manuel Rosas,65.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Mexico,Roberto Gayón,75.0,FIFA WC 1930,False,False
1930-07-19,Argentina,Mexico,Argentina,Guillermo Stábile,80.0,FIFA WC 1930,False,False
1930-07-19,Chile,France,Chile,Guillermo Subiabre,67.0,FIFA WC 1930,False,False
1930-07-20,Belgium,Paraguay,Paraguay,Luis Vargas Peña,40.0,FIFA WC 1930,False,False
1930-07-20,Bolivia,Brazil,Brazil,Moderato Wisintainer,37.0,FIFA WC 1930,False,False
1930-07-20,Bolivia,Brazil,Brazil,Preguinho,57.0,FIFA WC 1930,False,False
1930-07-20,Bolivia,Brazil,Brazil,Moderato Wisintainer,73.0,FIFA WC 1930,False,False
1930-07-20,Bolivia,Brazil,Brazil,Preguinho,83.0,FIFA WC 1930,False,False
1930-07-21,Uruguay,Romania,Uruguay,Pablo Dorado,7.0,FIFA WC 1930,False,False
1930-07-21,Uruguay,Romania,Uruguay,Héctor Scarone,26.0,FIFA WC 1930,False,False
1930-07-21,Uruguay,Romania,Uruguay,Peregrino Anselmo,31.0,FIFA WC 1930,False,False
1930-07-21,Uruguay,Romania,Uruguay,Pedro Cea,35.0,FIFA WC 1930,False,False
1930-07-22,Argentina,Chile,Argentina,Guillermo Stábile,12.0,FIFA WC 1930,False,False
1930-07-22,Argentina,Chile,Argentina,Guillermo Stábile,13.0,FIFA WC 1930,False,False
1930-07-22,Argentina,Chile,Chile,Guillermo Subiabre,15.0,FIFA WC 1930,False,False
1930-07-22,Argentina,Chile,Argentina,Mario Evaristo,51.0,FIFA WC 1930,False,False
1930-07-26,Argentina,United States,Argentina,Luis Monti,20.0,FIFA WC 1930,False,False
1930-07-26,Argentina,United States,Argentina,Alejandro Scopelli,56.0,FIFA WC 1930,False,False
1930-07-26,Argentina,United States,Argentina,Guillermo Stábile,69.0,FIFA WC 1930,False,False
1930-07-26,Argentina,United States,Argentina,Carlos Peucelle,80.0,FIFA WC 1930,False,False
1930-07-26,Argentina,United States,Argentina,Carlos Peucelle,85.0,FIFA WC 1930,False,False
1930-07-26,Argentina,United States,Argentina,Guillermo Stábile,87.0,FIFA WC 1930,False,False
1930-07-26,Argentina,United States,United States,Jim Brown,89.0,FIFA WC 1930,False,False
1930-07-27,Uruguay,Yugoslavia,Yugoslavia,Đorđe Vujadinović,4.0,FIFA WC 1930,False,False
1930-07-27,Uruguay,Yugoslavia,Uruguay,Pedro Cea,18.0,FIFA WC 1930,False,False
1930-07-27,Uruguay,Yugoslavia,Uruguay,Peregrino Anselmo,20.0,FIFA WC 1930,False,False
1930-07-27,Uruguay,Yugoslavia,Uruguay,Peregrino Anselmo,31.0,FIFA WC 1930,False,False
1930-07-27,Uruguay,Yugoslavia,Uruguay,Santos Iriarte,61.0,FIFA WC 1930,False,False
1930-07-27,Uruguay,Yugoslavia,Uruguay,Pedro Cea,67.0,FIFA WC 1930,False,False
1930-07-27,Uruguay,Yugoslavia,Uruguay,Pedro Cea,72.0,FIFA WC 1930,False,False
1930-07-30,Uruguay,Argentina,Uruguay,Pablo Dorado,12.0,FIFA WC 1930,False,False
1930-07-30,Uruguay,Argentina,Argentina,Carlos Peucelle,20.0,FIFA WC 1930,False,False
1930-07-30,Uruguay,Argentina,Argentina,Guillermo Stábile,37.0,FIFA WC 1930,False,False
1930-07-30,Uruguay,Argentina,Uruguay,Pedro Cea,57.0,FIFA WC 1930,False,False
1930-07-30,Uruguay,Argentina,Uruguay,Santos Iriarte,68.0,FIFA WC 1930,False,False
1930-07-30,Uruguay,Argentina,Uruguay,Héctor Castro,89.0,FIFA WC 1930,False,False
1934-05-27,Argentina,Sweden,Argentina,Ernesto Belis,4.0,FIFA WC 1934,False,False
1934-05-27,Argentina,Sweden,Sweden,Sven Jonasson,9.0,FIFA WC 1934,False,False
1934-05-27,Argentina,Sweden,Argentina,Alberto Galateo,48.0,FIFA WC 1934,False,False
1934-05-27,Argentina,Sweden,Sweden,Sven Jonasson,67.0,FIFA WC 1934,False,False
1934-05-27,Argentina,Sweden,Sweden,Knut Kroon,79.0,FIFA WC 1934,False,False
1934-05-27,Austria,France,France,Jean Nicolas,18.0,FIFA WC 1934,False,False
1934-05-27,Austria,France,Austria,Matthias Sindelar,44.0,FIFA WC 1934,False,False
1934-05-27,Austria,France,Austria,Anton Schall,93.0,FIFA WC 1934,False,False
1934-05-27,Austria,France,Austria,Josef Bican,109.0,FIFA WC 1934,False,False
1934-05-27,Austria,France,France,Georges Verriest,116.0,FIFA WC 1934,False,True
1934-05-27,Belgium,Germany,Germany,Stanislaus Kobierski,25.0,FIFA WC 1934,False,False
1934-05-27,Belgium,Germany,Belgium,Bernard Voorhoof,29.0,FIFA WC 1934,False,False
1934-05-27,Belgium,Germany,Belgium,Bernard Voorhoof,43.0,FIFA WC 1934,False,False
1934-05-27,Belgium,Germany,Germany,Otto Siffling,49.0,FIFA WC 1934,False,False
1934-05-27,Belgium,Germany,Germany,Edmund Conen,66.0,FIFA WC 1934,False,False
1934-05-27,Belgium,Germany,Germany,Edmund Conen,70.0,FIFA WC 1934,False,False
1934-05-27,Belgium,Germany,Germany,Edmund Conen,87.0,FIFA WC 1934,False,False
1934-05-27,Brazil,Spain,Spain,José Iraragorri,18.0,FIFA WC 1934,False,True
1934-05-27,Brazil,Spain,Spain,José Iraragorri,25.0,FIFA WC 1934,False,False
1934-05-27,Brazil,Spain,Spain,Isidro Lángara,29.0,FIFA WC 1934,False,False
1934-05-27,Brazil,Spain,Brazil,Leônidas,55.0,FIFA WC 1934,False,False
1934-05-27,Czechoslovakia,Romania,Romania,Ștefan Dobay,11.0,FIFA WC 1934,False,False
1934-05-27,Czechoslovakia,Romania,Czechoslovakia,Antonín Puč,50.0,FIFA WC 1934,False,False
1934-05-27,Czechoslovakia,Romania,Czechoslovakia,Oldřich Nejedlý,67.0,FIFA WC 1934,False,False
1934-05-27,Egypt,Hungary,Hungary,Pál Teleki,11.0,FIFA WC 1934,False,False
1934-05-27,Egypt,Hungary,Hungary,Géza Toldi,31.0,FIFA WC 1934,False,False
1934-05-27,Egypt,Hungary,Egypt,Abdulrahman Fawzi,35.0,FIFA WC 1934,False,False
1934-05-27,Egypt,Hungary,Egypt,Abdulrahman Fawzi,39.0,FIFA WC 1934,False,False
1934-05-27,Egypt,Hungary,Hungary,Jenő Vincze,53.0,FIFA WC 1934,False,False
1934-05-27,Egypt,Hungary,Hungary,Géza Toldi,61.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,Italy,Angelo Schiavio,18.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,Italy,Raimundo Orsi,20.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,Italy,Angelo Schiavio,29.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,United States,Aldo Donelli,57.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,Italy,Giovanni Ferrari,63.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,Italy,Angelo Schiavio,64.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,Italy,Raimundo Orsi,69.0,FIFA WC 1934,False,False
1934-05-27,Italy,United States,Italy,Giuseppe Meazza,90.0,FIFA WC 1934,False,False
1934-05-27,Netherlands,Switzerland,Switzerland,Leopold Kielholz,7.0,FIFA WC 1934,False,False
1934-05-27,Netherlands,Switzerland,Netherlands,Kick Smit,29.0,FIFA WC 1934,False,False
1934-05-27,Netherlands,Switzerland,Switzerland,Leopold Kielholz,43.0,FIFA WC 1934,False,False
1934-05-27,Netherlands,Switzerland,Switzerland,André Abegglen,66.0,FIFA WC 1934,False,False
1934-05-27,Netherlands,Switzerland,Netherlands,Leen Vente,69.0,FIFA WC 1934,False,False
1934-05-31,Austria,Hungary,Austria,Johann Horvath,8.0,FIFA WC 1934,False,False
1934-05-31,Austria,Hungary,Austria,Karl Zischek,51.0,FIFA WC 1934,False,False
1934-05-31,Austria,Hungary,Hungary,György Sárosi,60.0,FIFA WC 1934,False,True
1934-05-31,Czechoslovakia,Switzerland,Switzerland,Leopold Kielholz,18.0,FIFA WC 1934,False,False
1934-05-31,Czechoslovakia,Switzerland,Czechoslovakia,František Svoboda,24.0,FIFA WC 1934,False,False
1934-05-31,Czechoslovakia,Switzerland,Czechoslovakia,Jiří Sobotka,49.0,FIFA WC 1934,False,False
1934-05-31,Czechoslovakia,Switzerland,Switzerland,Willy Jäggi,78.0,FIFA WC 1934,False,False
1934-05-31,Czechoslovakia,Switzerland,Czechoslovakia,Oldřich Nejedlý,82.0,FIFA WC 1934,False,False
1934-05-31,Germany,Sweden,Germany,Karl Hohmann,60.0,FIFA WC 1934,False,False
1934-05-31,Germany,Sweden,Germany,Karl Hohmann,63.0,FIFA WC 1934,False,False
1934-05-31,Germany,Sweden,Sweden,Gösta Dunker,82.0,FIFA WC 1934,False,False
1934-05-31,Italy,Spain,Spain,Luis Regueiro,30.0,FIFA WC 1934,False,False
1934-05-31,Italy,Spain,Italy,Giovanni Ferrari,44.0,FIFA WC 1934,False,False
1934-06-01,Italy,Spain,Italy,Giuseppe Meazza,11.0,FIFA WC 1934,False,False
1934-06-03,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,21.0,FIFA WC 1934,False,False
1934-06-03,Czechoslovakia,Germany,Germany,Rudolf Noack,62.0,FIFA WC 1934,False,False
1934-06-03,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,69.0,FIFA WC 1934,False,False
1934-06-03,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,80.0,FIFA WC 1934,False,False
1934-06-03,Italy,Austria,Italy,Enrique Guaita,19.0,FIFA WC 1934,False,False
1934-06-07,Austria,Germany,Germany,Ernst Lehner,1.0,FIFA WC 1934,False,False
1934-06-07,Austria,Germany,Germany,Edmund Conen,27.0,FIFA WC 1934,False,False
1934-06-07,Austria,Germany,Austria,Johann Horvath,28.0,FIFA WC 1934,False,False
1934-06-07,Austria,Germany,Germany,Ernst Lehner,42.0,FIFA WC 1934,False,False
1934-06-07,Austria,Germany,Austria,Karl Sesta,54.0,FIFA WC 1934,False,False
1934-06-10,Italy,Czechoslovakia,Czechoslovakia,Antonín Puč,71.0,FIFA WC 1934,False,False
1934-06-10,Italy,Czechoslovakia,Italy,Raimundo Orsi,81.0,FIFA WC 1934,False,False
1934-06-10,Italy,Czechoslovakia,Italy,Angelo Schiavio,95.0,FIFA WC 1934,False,False
1938-06-04,Germany,Switzerland,Germany,Josef Gauchel,29.0,FIFA WC 1938,False,False
1938-06-04,Germany,Switzerland,Switzerland,André Abegglen,43.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Brazil,Leônidas da Silva,18.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Poland,Friedrich Scherfke,23.0,FIFA WC 1938,False,True
1938-06-05,Brazil,Poland,Brazil,Romeu Pellicciari,25.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Brazil,José Perácio,44.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Poland,Ernst Wilimowski,53.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Poland,Ernst Wilimowski,59.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Brazil,José Perácio,71.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Poland,Ernst Wilimowski,89.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Brazil,Leônidas da Silva,93.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Brazil,Leônidas da Silva,104.0,FIFA WC 1938,False,False
1938-06-05,Brazil,Poland,Poland,Ernst Wilimowski,118.0,FIFA WC 1938,False,False
1938-06-05,Cuba,Romania,Romania,Silviu Bindea,35.0,FIFA WC 1938,False,False
1938-06-05,Cuba,Romania,Cuba,Héctor Socorro,44.0,FIFA WC 1938,False,False
1938-06-05,Cuba,Romania,Cuba,José Magriñá,69.0,FIFA WC 1938,False,False
1938-06-05,Cuba,Romania,Romania,Iuliu Barátky,88.0,FIFA WC 1938,False,False
1938-06-05,Cuba,Romania,Cuba,Héctor Socorro,103.0,FIFA WC 1938,False,False
1938-06-05,Cuba,Romania,Romania,Ștefan Dobay,105.0,FIFA WC 1938,False,False
1938-06-05,Czechoslovakia,Netherlands,Czechoslovakia,Josef Košťálek,93.0,FIFA WC 1938,False,False
1938-06-05,Czechoslovakia,Netherlands,Czechoslovakia,Josef Zeman,111.0,FIFA WC 1938,False,False
1938-06-05,Czechoslovakia,Netherlands,Czechoslovakia,Oldřich Nejedlý,118.0,FIFA WC 1938,False,False
1938-06-05,France,Belgium,France,Émile Veinante,1.0,FIFA WC 1938,False,False
1938-06-05,France,Belgium,France,Jean Nicolas,16.0,FIFA WC 1938,False,False
1938-06-05,France,Belgium,Belgium,Hendrik Isemborghs,38.0,FIFA WC 1938,False,False
1938-06-05,France,Belgium,France,Jean Nicolas,69.0,FIFA WC 1938,False,False
1938-06-05,Hungary,Indonesia,Hungary,Vilmos Kohut,13.0,FIFA WC 1938,False,False
1938-06-05,Hungary,Indonesia,Hungary,Géza Toldi,15.0,FIFA WC 1938,False,False
1938-06-05,Hungary,Indonesia,Hungary,György Sárosi,28.0,FIFA WC 1938,False,False
1938-06-05,Hungary,Indonesia,Hungary,Gyula Zsengellér,35.0,FIFA WC 1938,False,False
1938-06-05,Hungary,Indonesia,Hungary,Gyula Zsengellér,76.0,FIFA WC 1938,False,False
1938-06-05,Hungary,Indonesia,Hungary,György Sárosi,89.0,FIFA WC 1938,False,False
1938-06-05,Italy,Norway,Italy,Pietro Ferraris,2.0,FIFA WC 1938,False,False
1938-06-05,Italy,Norway,Norway,Arne Brustad,83.0,FIFA WC 1938,False,False
1938-06-05,Italy,Norway,Italy,Silvio Piola,94.0,FIFA WC 1938,False,False
1938-06-09,Cuba,Romania,Romania,Ștefan Dobay,35.0,FIFA WC 1938,False,False
1938-06-09,Cuba,Romania,Cuba,Héctor Socorro,51.0,FIFA WC 1938,False,False
1938-06-09,Cuba,Romania,Cuba,Tomás Fernández,57.0,FIFA WC 1938,False,False
1938-06-09,Germany,Switzerland,Germany,Wilhelm Hahnemann,8.0,FIFA WC 1938,False,False
1938-06-09,Germany,Switzerland,Germany,Ernst Lörtscher,22.0,FIFA WC 1938,True,False
1938-06-09,Germany,Switzerland,Switzerland,Eugen Walaschek,42.0,FIFA WC 1938,False,False
1938-06-09,Germany,Switzerland,Switzerland,Alfred Bickel,64.0,FIFA WC 1938,False,False
1938-06-09,Germany,Switzerland,Switzerland,André Abegglen,75.0,FIFA WC 1938,False,False
1938-06-09,Germany,Switzerland,Switzerland,André Abegglen,78.0,FIFA WC 1938,False,False
1938-06-12,Brazil,Czechoslovakia,Brazil,Leônidas da Silva,30.0,FIFA WC 1938,False,False
1938-06-12,Brazil,Czechoslovakia,Czechoslovakia,Oldřich Nejedlý,65.0,FIFA WC 1938,False,True
1938-06-12,Cuba,Sweden,Sweden,Harry Andersson,9.0,FIFA WC 1938,False,False
1938-06-12,Cuba,Sweden,Sweden,Gustav Wetterström,22.0,FIFA WC 1938,False,False
1938-06-12,Cuba,Sweden,Sweden,Gustav Wetterström,37.0,FIFA WC 1938,False,False
1938-06-12,Cuba,Sweden,Sweden,Gustav Wetterström,44.0,FIFA WC 1938,False,False
1938-06-12,Cuba,Sweden,Sweden,Tore Keller,80.0,FIFA WC 1938,False,False
1938-06-12,Cuba,Sweden,Sweden,Harry Andersson,81.0,FIFA WC 1938,False,False
1938-06-12,Cuba,Sweden,Sweden,Arne Nyberg,84.0,FIFA WC 1938,False,False
1938-06-12,Cuba,Sweden,Sweden,Harry Andersson,89.0,FIFA WC 1938,False,False
1938-06-12,France,Italy,Italy,Gino Colaussi,9.0,FIFA WC 1938,False,False
1938-06-12,France,Italy,France,Oscar Heisserer,10.0,FIFA WC 1938,False,False
1938-06-12,France,Italy,Italy,Silvio Piola,51.0,FIFA WC 1938,False,False
1938-06-12,France,Italy,Italy,Silvio Piola,72.0,FIFA WC 1938,False,False
1938-06-12,Hungary,Switzerland,Hungary,György Sárosi,40.0,FIFA WC 1938,False,False
1938-06-12,Hungary,Switzerland,Hungary,Gyula Zsengellér,89.0,FIFA WC 1938,False,False
1938-06-14,Brazil,Czechoslovakia,Czechoslovakia,Vlastimil Kopecký,25.0,FIFA WC 1938,False,False
1938-06-14,Brazil,Czechoslovakia,Brazil,Leônidas da Silva,57.0,FIFA WC 1938,False,False
1938-06-14,Brazil,Czechoslovakia,Brazil,Roberto Emílio da Cunha,62.0,FIFA WC 1938,False,False
1938-06-16,Brazil,Italy,Italy,Gino Colaussi,51.0,FIFA WC 1938,False,False
1938-06-16,Brazil,Italy,Italy,Giuseppe Meazza,60.0,FIFA WC 1938,False,True
1938-06-16,Brazil,Italy,Brazil,Romeu Pellicciari,87.0,FIFA WC 1938,False,False
1938-06-16,Hungary,Sweden,Sweden,Arne Nyberg,1.0,FIFA WC 1938,False,False
1938-06-16,Hungary,Sweden,Hungary,Sven Jacobsson,19.0,FIFA WC 1938,True,False
1938-06-16,Hungary,Sweden,Hungary,Pál Titkos,37.0,FIFA WC 1938,False,False
1938-06-16,Hungary,Sweden,Hungary,Gyula Zsengellér,39.0,FIFA WC 1938,False,False
1938-06-16,Hungary,Sweden,Hungary,György Sárosi,65.0,FIFA WC 1938,False,False
1938-06-16,Hungary,Sweden,Hungary,Gyula Zsengellér,85.0,FIFA WC 1938,False,False
1938-06-19,Brazil,Sweden,Sweden,Sven Jonasson,28.0,FIFA WC 1938,False,False
1938-06-19,Brazil,Sweden,Sweden,Arne Nyberg,38.0,FIFA WC 1938,False,False
1938-06-19,Brazil,Sweden,Brazil,Romeu Pellicciari,44.0,FIFA WC 1938,False,False
1938-06-19,Brazil,Sweden,Brazil,Leônidas da Silva,63.0,FIFA WC 1938,False,False
1938-06-19,Brazil,Sweden,Brazil,Leônidas da Silva,74.0,FIFA WC 1938,False,False
1938-06-19,Brazil,Sweden,Brazil,José Perácio,80.0,FIFA WC 1938,False,False
1938-06-19,Hungary,Italy,Italy,Gino Colaussi,6.0,FIFA WC 1938,False,False
1938-06-19,Hungary,Italy,Hungary,Pál Titkos,8.0,FIFA WC 1938,False,False
1938-06-19,Hungary,Italy,Italy,Silvio Piola,16.0,FIFA WC 1938,False,False
1938-06-19,Hungary,Italy,Italy,Gino Colaussi,35.0,FIFA WC 1938,False,False
1938-06-19,Hungary,Italy,Hungary,György Sárosi,70.0,FIFA WC 1938,False,False
1938-06-19,Hungary,Italy,Italy,Silvio Piola,82.0,FIFA WC 1938,False,False
1950-06-24,Brazil,Mexico,Brazil,Ademir de Menezes,30.0,FIFA WC 1950,False,False
1950-06-24,Brazil,Mexico,Brazil,Jair,65.0,FIFA WC 1950,False,False
1950-06-24,Brazil,Mexico,Brazil,Baltazar,71.0,FIFA WC 1950,False,False
1950-06-24,Brazil,Mexico,Brazil,Ademir de Menezes,79.0,FIFA WC 1950,False,False
1950-06-25,Chile,England,England,Stan Mortensen,39.0,FIFA WC 1950,False,False
1950-06-25,Chile,England,England,Wilf Mannion,51.0,FIFA WC 1950,False,False
1950-06-25,Italy,Sweden,Italy,Riccardo Carapellese,7.0,FIFA WC 1950,False,False
1950-06-25,Italy,Sweden,Sweden,Hasse Jeppson,25.0,FIFA WC 1950,False,False
1950-06-25,Italy,Sweden,Sweden,Sune Andersson,33.0,FIFA WC 1950,False,False
1950-06-25,Italy,Sweden,Sweden,Hasse Jeppson,68.0,FIFA WC 1950,False,False
1950-06-25,Italy,Sweden,Italy,Ermes Muccinelli,75.0,FIFA WC 1950,False,False
1950-06-25,Spain,United States,United States,Gino Pariani,17.0,FIFA WC 1950,False,False
1950-06-25,Spain,United States,Spain,Silvestre Igoa,81.0,FIFA WC 1950,False,False
1950-06-25,Spain,United States,Spain,Estanislau Basora,83.0,FIFA WC 1950,False,False
1950-06-25,Spain,United States,Spain,Telmo Zarra,89.0,FIFA WC 1950,False,False
1950-06-25,Switzerland,Yugoslavia,Yugoslavia,Rajko Mitić,59.0,FIFA WC 1950,False,False
1950-06-25,Switzerland,Yugoslavia,Yugoslavia,Kosta Tomašević,70.0,FIFA WC 1950,False,False
1950-06-25,Switzerland,Yugoslavia,Yugoslavia,Tihomir Ognjanov,84.0,FIFA WC 1950,False,False
1950-06-28,Brazil,Switzerland,Brazil,Alfredo dos Santos,3.0,FIFA WC 1950,False,False
1950-06-28,Brazil,Switzerland,Switzerland,Jacques Fatton,17.0,FIFA WC 1950,False,False
1950-06-28,Brazil,Switzerland,Brazil,Baltazar,32.0,FIFA WC 1950,False,False
1950-06-28,Brazil,Switzerland,Switzerland,Jacques Fatton,88.0,FIFA WC 1950,False,False
1950-06-28,Mexico,Yugoslavia,Yugoslavia,Stjepan Bobek,20.0,FIFA WC 1950,False,False
1950-06-28,Mexico,Yugoslavia,Yugoslavia,Željko Čajkovski,23.0,FIFA WC 1950,False,False
1950-06-28,Mexico,Yugoslavia,Yugoslavia,Željko Čajkovski,51.0,FIFA WC 1950,False,False
1950-06-28,Mexico,Yugoslavia,Yugoslavia,Kosta Tomašević,81.0,FIFA WC 1950,False,False
1950-06-28,Mexico,Yugoslavia,Mexico,Héctor Ortiz,89.0,FIFA WC 1950,False,True
1950-06-29,Chile,Spain,Spain,Estanislau Basora,17.0,FIFA WC 1950,False,False
1950-06-29,Chile,Spain,Spain,Telmo Zarra,30.0,FIFA WC 1950,False,False
1950-06-29,England,United States,United States,Joe Gaetjens,38.0,FIFA WC 1950,False,False
1950-06-29,Paraguay,Sweden,Sweden,Stig Sundqvist,17.0,FIFA WC 1950,False,False
1950-06-29,Paraguay,Sweden,Sweden,Karl-Erik Palmér,26.0,FIFA WC 1950,False,False
1950-06-29,Paraguay,Sweden,Paraguay,Atilio López,35.0,FIFA WC 1950,False,False
1950-06-29,Paraguay,Sweden,Paraguay,César López Fretes,74.0,FIFA WC 1950,False,False
1950-07-01,Brazil,Yugoslavia,Brazil,Ademir de Menezes,4.0,FIFA WC 1950,False,False
1950-07-01,Brazil,Yugoslavia,Brazil,Thomaz Soares da Silva,69.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Óscar Míguez,14.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Ernesto Vidal,18.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Juan Alberto Schiaffino,23.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Óscar Míguez,40.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Óscar Míguez,51.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Juan Alberto Schiaffino,54.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Julio Pérez,83.0,FIFA WC 1950,False,False
1950-07-02,Bolivia,Uruguay,Uruguay,Alcides Ghiggia,87.0,FIFA WC 1950,False,False
1950-07-02,Chile,United States,Chile,George Robledo,16.0,FIFA WC 1950,False,False
1950-07-02,Chile,United States,Chile,Atilio Cremaschi,32.0,FIFA WC 1950,False,False
1950-07-02,Chile,United States,United States,Frank Wallace,47.0,FIFA WC 1950,False,False
1950-07-02,Chile,United States,United States,Joe Maca,48.0,FIFA WC 1950,False,True
1950-07-02,Chile,United States,Chile,Andrés Prieto,54.0,FIFA WC 1950,False,False
1950-07-02,Chile,United States,Chile,Atilio Cremaschi,60.0,FIFA WC 1950,False,False
1950-07-02,Chile,United States,Chile,Fernando Riera,82.0,FIFA WC 1950,False,False
1950-07-02,England,Spain,Spain,Telmo Zarra,48.0,FIFA WC 1950,False,False
1950-07-02,Italy,Paraguay,Italy,Riccardo Carapellese,12.0,FIFA WC 1950,False,False
1950-07-02,Italy,Paraguay,Italy,Egisto Pandolfini,62.0,FIFA WC 1950,False,False
1950-07-02,Mexico,Switzerland,Switzerland,René Bader,10.0,FIFA WC 1950,False,False
1950-07-02,Mexico,Switzerland,Switzerland,Charles Antenen,44.0,FIFA WC 1950,False,False
1950-07-02,Mexico,Switzerland,Mexico,Horacio Casarín,89.0,FIFA WC 1950,False,False
1950-07-09,Brazil,Sweden,Brazil,Ademir de Menezes,17.0,FIFA WC 1950,False,False
1950-07-09,Brazil,Sweden,Brazil,Ademir de Menezes,36.0,FIFA WC 1950,False,False
1950-07-09,Brazil,Sweden,Brazil,Chico,39.0,FIFA WC 1950,False,False
